Name,Genres
For the Boys,"['Drama', 'Comedy']"
Indochine,['Drama']
Passion Fish,['Drama']
Blue Sky,['Drama']
Taking Lives,"['Mystery', 'Drama']"
Dead Again,['Mystery']
Father of the Bride,['Comedy']
The Wild One,['Drama']
"Faster, Pussycat! Kill! Kill!","['Drama', 'Comedy', 'Action']"
Berserker,['Horror']
The 4400,"['Mystery', 'Drama']"
Suddenly,"['Mystery', 'Drama']"
Laser Mission,['Action']
Fat Man and Little Boy,['Drama']
The Private Lives of Elizabeth and Essex,"['Biography', 'Drama']"
El Patrullero,['Drama']
The Winner,['Comedy']
Phone Booth,[]
Fourteen Hours,['Drama']
Green Fire,"['Drama', 'Adventure']"
The Emperor and the Assassin,['Drama']
Teaching Mrs. Tingle,['Comedy']
Temptress Moon,['Drama']
S.W.A.T.,['Action']
Little Women,['Drama']
Marvin's Room,['Drama']
Breaking the Waves,['Drama']
Enchanted April,['Drama']
Spike of Bensonhurst,"['Drama', 'Comedy']"
The Singing Ringing Tree,[]
Casshern,['Action']
El Cid,"['Biography', 'Drama', 'Action']"
True Colors,['Drama']
Arsenic and Old Lace,"['Mystery', 'Comedy']"
New York Minute,['Comedy']
Catwoman,"['Fantasy', 'Action']"
A Summer Dress,[]
Space Mutiny,['Adventure']
Road,[]
Gothika,"['Horror', 'Mystery']"
Man Behind the Sun,[]
Dialogues with Madwomen,['Biography']
Hangmen Also Die,['Drama']
Strange Brew,['Comedy']
The Bay Boy,['Drama']
Resident Evil: Apocalypse,"['Horror', 'Action']"
Le Mouton noir,['Drama']
Traître ou Patriote,[]
61*,"['Sports', 'Drama']"
Cobb,"['Biography', 'Sports', 'Drama']"
The 6th Day,['Action']
My Fellow Americans,['Comedy']
Spartan,"['Mystery', 'Drama', 'Action']"
Porky's Duck Hunt,[]
The Navigators,"['Drama', 'Comedy']"
Gwendoline,"['Drama', 'Action']"
Total Eclipse,"['Biography', 'Drama']"
A Midwinter's Tale,[]
Sitcom,['Comedy']
Caravan of Courage: An Ewok Adventure,"['Fantasy', 'Adventure']"
The Crush,['Drama']
Before Sunrise,['Drama']
School of Rock,"['Musical', 'Comedy']"
Before Sunset,"['Drama', 'Comedy']"
Ewoks: The Battle for Endor,"['Action', 'Adventure']"
The Black Cauldron,"['Adventure', 'Fantasy', 'Action']"
The Deadly Assassin,"['Drama', 'Adventure']"
Boys on the Side,"['Drama', 'Comedy']"
Beverly Hills Cop II,"['Comedy', 'Action']"
Swiss Family Robinson,"['Drama', 'Adventure']"
Dark Side of the Moon,"['Drama', 'Comedy']"
"He's a Woman, She's a Man","['Drama', 'Comedy']"
Once a Thief,[]
Rouge,"['Mystery', 'Fantasy', 'Drama']"
In a Lonely Place,"['Mystery', 'Drama']"
Mohabbatein,"['Musical', 'Drama']"
Ever After,"['Fantasy', 'Comedy', 'Drama']"
Outland,['Adventure']
Tommy Boy,"['Adventure', 'Comedy']"
Bubba Ho-tep,"['Parody', 'Horror', 'Comedy']"
Liquid Sky,['Comedy']
Double Jeopardy,"['Mystery', 'Drama', 'Action']"
Judgment Night,['Action']
Spies Like Us,"['Parody', 'Comedy', 'Action']"
The Wicked Lady,[]
Twilight,"['Mystery', 'Drama']"
King Ralph,['Comedy']
Endless Love,['Drama']
Collateral,['Drama']
Death Wish II,['Action']
Dead Ringers,"['Horror', 'Drama']"
The Singing Detective,"['Mystery', 'Musical', 'Drama']"
Savior,['Drama']
Alice,"['Adventure', 'Fantasy']"
Millennium Actress,['Drama']
A Thin Line Between Love and Hate,"['Drama', 'Comedy']"
10,['Comedy']
King of New York,"['Drama', 'Action']"
The In-Laws,['Comedy']
The Rat Race,"['Drama', 'Comedy']"
Boiler Room,['Drama']
Kolberg,['Drama']
Young Mr. Lincoln,"['Biography', 'Drama']"
The Big Hit,"['Comedy', 'Action']"
42nd Street,['Musical']
Sebastian,['Drama']
Belly of the Beast,['Action']
Invasion of the Bee Girls,['Drama']
The Iron Giant,"['Adventure', 'Fantasy', 'Action']"
Our Man Flint,"['Parody', 'Comedy', 'Action']"
Babylon 5: The Gathering,"['Adventure', 'Mystery', 'Drama']"
Smokey and the Bandit,"['Adventure', 'Comedy', 'Action']"
Beauty of the Day,['Drama']
The Libertine,"['Drama', 'Comedy']"
The Bitter Tears of Petra Von Kant,['Drama']
Seduction: The Cruel Woman,['Drama']
Spanking Love,['Drama']
Frantic,"['Mystery', 'Action']"
,[]
Preaching to the Perverted,['Comedy']
Armed and Dangerous,"['Action', 'Comedy']"
Late Spring,['Drama']
Tokyo Story,['Drama']
Equinox Flower,"['Drama', 'Comedy']"
Bitter Moon,['Drama']
The Night Porter,['Drama']
Look Who's Talking,['Comedy']
The Piano Teacher,['Drama']
Guinevere,['Drama']
Always,"['Drama', 'Fantasy']"
Cyclo,['Drama']
La Noche de los Brujos,"['Horror', 'Adventure']"
Suburban Commando,"['Adventure', 'Comedy']"
Charley Varrick,['Action']
Wild Style,"['Musical', 'Drama']"
Tarzan and the Leopard Woman,['Adventure']
Full Court Miracle,['Drama']
Looney Tunes: Back in Action,"['Adventure', 'Comedy']"
Andaz apna apna,"['Drama', 'Comedy']"
Air America,"['Adventure', 'Comedy', 'Action']"
Kama Sutra: A Tale of Love,['Drama']
Channels of Rage,['Biography']
De-Lovely,"['Biography', 'Musical', 'Drama']"
Freeway,"['Drama', 'Comedy']"
A Walk to Remember,['Drama']
Shampoo,"['Parody', 'Drama', 'Comedy']"
A Shot in the Dark,"['Parody', 'Comedy']"
Harry Potter and the Half-Blood Prince,"['Adventure', 'Mystery', 'Fantasy', 'Action']"
The Secret of Roan Inish,"['Fantasy', 'Drama', 'Adventure']"
Duck and Cover,[]
Boris and Natasha: The Movie,"['Action', 'Comedy']"
Kalathur Kannamma,['Drama']
Landru,['Drama']
The Singing Detective,"['Mystery', 'Musical', 'Drama', 'Comedy']"
Vampyr,"['Drama', 'Horror']"
In the Time of the Butterflies,['Drama']
Black XXX-Mas,[]
Indecent Proposal,['Drama']
The Care Bears Movie,['Fantasy']
Moscow Does Not Believe In Tears,['Comedy']
Happiness,"['Drama', 'Comedy']"
The Quatermass Xperiment,['Horror']
Stray Dog,['Drama']
High and Low,['Drama']
Drunken Angel,['Drama']
Quatermass 2,['Horror']
Duck Dodgers in the 24½th Century,['Comedy']
The Bourne Supremacy,"['Mystery', 'Drama', 'Action']"
Sleepover,['Comedy']
White Chicks,"['Comedy', 'Action']"
Quatermass and the Pit,['Horror']
Two Brothers,"['Drama', 'Adventure']"
Raising Helen,"['Drama', 'Comedy']"
The Gambler,['Drama']
Avalon,[]
Drop Dead Gorgeous,['Comedy']
Praying with Anger,['Drama']
Papillon,"['Adventure', 'Drama', 'Action']"
First Blood,"['Adventure', 'Drama', 'Action']"
The Apprenticeship of Duddy Kravitz,"['Drama', 'Comedy']"
The Count of Monte Cristo,"['Adventure', 'Drama', 'Action']"
X the Unknown,['Horror']
Devil Girl from Mars,[]
"To Wong Foo, Thanks for Everything! Julie Newmar",['Comedy']
Harold & Kumar Go to White Castle,"['Adventure', 'Comedy']"
Ravenous,"['Horror', 'Adventure', 'Comedy']"
Spider,"['Mystery', 'Drama']"
The Bad Sleep Well,['Drama']
This Island Earth,['Adventure']
It Came from Beneath the Sea,['Horror']
The Muppet Movie,"['Adventure', 'Musical', 'Drama', 'Comedy']"
Addams Family Values,"['Fantasy', 'Comedy']"
Tintin and the Blue Oranges,"['Comedy', 'Adventure']"
Project Moonbase,['Adventure']
The Crow: City of Angels,"['Fantasy', 'Action']"
The Crow: Salvation,"['Horror', 'Action']"
Footloose,"['Musical', 'Drama']"
Ong-Bak: Muay Thai Warrior,['Action']
First Men in the Moon,[]
Escaflowne,"['Adventure', 'Fantasy']"
Kronos,[]
Destination Moon,['Adventure']
Missile to the Moon,['Adventure']
Scary Movie 3,"['Parody', 'Horror', 'Comedy']"
Eat Drink Man Woman,"['Drama', 'Comedy']"
Mannequin,"['Fantasy', 'Comedy']"
Napoleon Dynamite,"['Comedy', 'Drama']"
Murphy's War,"['Action', 'Drama']"
4D Man,['Horror']
Gone in Sixty Seconds,['Action']
Shallow Grave,[]
The Angry Red Planet,"['Horror', 'Adventure']"
Mona Lisa Smile,['Drama']
An Affair to Remember,['Drama']
Breakin' All the Rules,['Comedy']
Laws of Attraction,['Comedy']
The Cable Guy,"['Drama', 'Comedy']"
Scrooged,"['Fantasy', 'Comedy']"
Streets of Fire,"['Adventure', 'Musical', 'Drama', 'Action']"
No Way Out,['Mystery']
PT 109,['Drama']
Breaker Morant,['Drama']
Wishcraft,['Horror']
The Portrait of a Lady,['Drama']
The Assassination Bureau,"['Comedy', 'Action']"
Dragonslayer,"['Adventure', 'Fantasy']"
Swimfan,['Drama']
40 Days and 40 Nights,"['Drama', 'Comedy']"
Stitch! The Movie,['Comedy']
Husbands and Wives,"['Drama', 'Comedy']"
Charlie Muffin,[]
At Play in the Fields of the Lord,"['Drama', 'Adventure']"
Celebrity,"['Parody', 'Drama', 'Comedy']"
American Psycho 2,['Horror']
Bratz: Starrin & Stylin',['Comedy']
Shrooms,['Horror']
1492 Conquest of Paradise,"['Biography', 'Adventure', 'Drama']"
Robots,"['Adventure', 'Comedy']"
The Asphalt Jungle,['Drama']
"The Beast from 20,000 Fathoms","['Horror', 'Fantasy']"
Shanghai Triad,['Drama']
Sweet November,['Drama']
Magic,"['Horror', 'Drama']"
The Wrong Trousers,"['Parody', 'Fantasy', 'Comedy']"
A Grand Day Out,"['Comedy', 'Fantasy']"
Peyton Place,['Drama']
The Valley of Gwangi,"['Horror', 'Fantasy']"
20 Million Miles to Earth,[]
The Trollenberg Terror,[]
Just One of the Guys,"['Sports', 'Comedy']"
S1m0ne,"['Drama', 'Fantasy', 'Comedy']"
Vagabond,['Drama']
Antwone Fisher,"['Biography', 'Drama']"
Visions of Light,[]
Evolution,"['Parody', 'Action', 'Comedy']"
Charade,"['Mystery', 'Comedy']"
Team America: World Police,"['Parody', 'Adventure', 'Musical', 'Comedy', 'Action']"
The Seventh Sign,['Horror']
200 Motels,"['Musical', 'Fantasy']"
AVP: Alien vs. Predator,"['Horror', 'Action']"
Road House,"['Action', 'Drama']"
High School High,"['Parody', 'Comedy']"
The Magician,['Horror']
Here Come the Littles,[]
Within the Woods,['Horror']
Munna Bhai M.B.B.S.,['Comedy']
Foxfire,['Drama']
Shrek the Third,"['Adventure', 'Fantasy', 'Comedy']"
Death of a President,"['Parody', 'Mystery', 'Drama', 'Comedy']"
Caveman,"['Parody', 'Fantasy', 'Comedy', 'Action']"
Clockwise,"['Parody', 'Comedy']"
Cathy come home /TV,['Drama']
The Hitcher,"['Horror', 'Action']"
Chopper,"['Drama', 'Comedy']"
Pickup on South Street,['Drama']
The Bedford Incident,['Drama']
Empire Records,"['Comedy', 'Drama']"
Open Water,"['Horror', 'Drama']"
¡Three Amigos!,"['Parody', 'Adventure', 'Musical', 'Comedy']"
Dentist on the Job,['Comedy']
The Emperor's Shadow,['Drama']
Circus,[]
Bulworth,"['Parody', 'Drama', 'Comedy']"
Kleine Freiheit,['Drama']
In Which Annie Gives it Those Ones,['Comedy']
1900,['Drama']
Love and Anarchy,['Drama']
Little Odessa,['Drama']
"Happy Birthday, Wanda June","['Drama', 'Comedy']"
Casualties of Love: The Long Island Lolita Story,['Drama']
Bob Roberts,"['Parody', 'Drama', 'Comedy']"
Real Life,['Comedy']
Chicken,[]
How to Marry a Millionaire,['Comedy']
Berkeley Square,['Fantasy']
"The Super Dimension Fortress Macross II: Lovers, Again","['Adventure', 'Drama']"
Giant Robo,"['Fantasy', 'Drama', 'Action']"
Antoine and Colette,[]
Daylight,['Action']
Chunhyang,"['Musical', 'Drama']"
A Life Less Ordinary,"['Fantasy', 'Comedy']"
Better Off Dead,['Comedy']
Rugrats Go Wild,['Drama']
The Gun in Betty Lou's Handbag,"['Mystery', 'Comedy']"
Land of the Dead,"['Horror', 'Action']"
The Maggie,['Comedy']
The Mountain Eagle,[]
Children of Heaven,"['Drama', 'Adventure', 'Comedy']"
Let’s Go with Pancho Villa,['Drama']
Love and Death,"['Parody', 'Comedy']"
I Am Curious (Yellow),['Drama']
Orlando,"['Fantasy', 'Drama']"
For the Birds,['Comedy']
Easter Parade,"['Musical', 'Comedy']"
All the Queen's Men,"['Drama', 'Comedy', 'Action']"
Swing Time,['Musical']
Two for the Road,"['Drama', 'Comedy']"
The Recruit,"['Drama', 'Action']"
Dinosaur,"['Adventure', 'Fantasy']"
Exorcist: The Beginning,['Horror']
Intimacy,['Drama']
Special Bulletin,['Drama']
Somewhere in Time,"['Fantasy', 'Drama']"
Sister Act,"['Musical', 'Comedy']"
Cars,"['Adventure', 'Sports', 'Comedy']"
The Notorious Bettie Page,"['Biography', 'Drama']"
Beyond the Valley of the Dolls,"['Parody', 'Comedy']"
Cradle 2 the Grave,['Action']
His Majesty O'Keefe,"['Adventure', 'Drama', 'Action']"
Legend,"['Adventure', 'Fantasy']"
Zulu Dawn,"['Adventure', 'Drama', 'Action']"
Chronos,[]
Cube 2: Hypercube,['Horror']
The Motorcycle Diaries,"['Drama', 'Adventure']"
Revolt in the Stars,[]
Dames,"['Musical', 'Comedy']"
Rounders,['Drama']
Together,"['Drama', 'Comedy']"
Lilja 4-ever,['Drama']
Mankurt,['Drama']
Blink,['Mystery']
Playing by Heart,"['Drama', 'Comedy']"
Sleeping with the Enemy,"['Mystery', 'Drama']"
The Naked Gun 2½: The Smell of Fear,"['Parody', 'Comedy']"
"Honey, I Blew Up the Kid","['Comedy', 'Adventure']"
Airheads,['Comedy']
Losing Isaiah,['Drama']
The Heroes of Telemark,['Action']
Thamizhan,['Drama']
Call Me Bwana,"['Action', 'Comedy']"
The Wolf Man,"['Drama', 'Horror']"
,[]
Anacondas: The Hunt for the Blood Orchid,"['Horror', 'Adventure', 'Action']"
The Crowd,['Drama']
"Race for Your Life, Charlie Brown",[]
Lumumba,['Drama']
The Good Girl,"['Drama', 'Comedy']"
Casino Royale,"['Adventure', 'Drama', 'Action']"
A Great Wall,"['Drama', 'Comedy']"
Going the Distance,['Comedy']
Remo Williams: The Adventure Begins,"['Adventure', 'Comedy', 'Action']"
Lovin' Molly,['Drama']
Bat*21,"['Action', 'Drama']"
Gorgeous,"['Comedy', 'Action']"
Reign: The Conqueror,"['Fantasy', 'Drama', 'Action']"
Personal Services,"['Parody', 'Drama', 'Comedy']"
Cocoon,['Drama']
Cocoon: The Return,['Drama']
Brainscan,"['Fantasy', 'Horror']"
The Road to El Dorado,"['Adventure', 'Fantasy', 'Comedy']"
Beyond the Sea,"['Musical', 'Biography', 'Drama']"
A Christmas Story,['Comedy']
Bande à part,['Drama']
One Hour Photo,['Drama']
Kelly's Heroes,"['Adventure', 'Comedy', 'Action']"
The Lost Skeleton of Cadavra,"['Parody', 'Comedy']"
Taegukgi,"['Action', 'Drama']"
Operation Petticoat,"['Action', 'Comedy']"
In Harm's Way,['Drama']
Manderlay,['Drama']
Urban Legend,['Horror']
Blue Hawaii,"['Musical', 'Comedy']"
Lambada,"['Drama', 'Musical']"
Revenge,['Drama']
The Wizard,"['Adventure', 'Drama', 'Comedy']"
The Sea Hawk,"['Action', 'Adventure']"
Miracle Mile,['Drama']
The Mask of Fu Manchu,['Adventure']
Double Teamed,['Sports']
About Last Night,"['Drama', 'Comedy']"
Revenge of the Nerds II: Nerds in Paradise,['Comedy']
Side Out,"['Sports', 'Comedy']"
Heavy,['Drama']
Journey Back to Oz,['Fantasy']
North,"['Drama', 'Fantasy', 'Comedy']"
Alien Adventure,['Comedy']
Suspect Zero,['Mystery']
The Hole,"['Mystery', 'Horror', 'Drama']"
Pushing Hands,"['Drama', 'Comedy']"
Dangerous Curves,[]
Monsoon Wedding,"['Drama', 'Comedy']"
The Pleasure Garden,['Drama']
Newsies,"['Musical', 'Drama']"
All the Real Girls,['Drama']
Analyze This,['Comedy']
Confessions of a Dangerous Mind,"['Biography', 'Drama', 'Comedy', 'Action']"
Cave Dwellers,"['Fantasy', 'Adventure']"
The Green Mile,"['Mystery', 'Fantasy', 'Drama']"
What About Bob?,['Comedy']
Mystery Science Theater 3000: The Movie,"['Parody', 'Horror', 'Adventure', 'Comedy']"
Tea With Mussolini,"['Drama', 'Comedy']"
House on Haunted Hill,"['Mystery', 'Horror']"
Mr. Destiny,"['Sports', 'Fantasy', 'Comedy']"
The Manchurian Candidate,"['Mystery', 'Drama']"
Clash of the Titans,"['Adventure', 'Fantasy']"
The Man in the Moon,['Drama']
Beginning of the End,['Horror']
Bubble Boy,"['Adventure', 'Drama', 'Comedy']"
Sister Act 2: Back in the Habit,"['Musical', 'Comedy']"
I Know Where I'm Going!,['Drama']
Come Drink with Me,['Action']
Angus,"['Comedy', 'Drama']"
Hey Arnold!: The Movie,[]
Swimming Pool,"['Mystery', 'Drama']"
The Haunting,"['Drama', 'Horror']"
Theatre of Blood,"['Mystery', 'Horror', 'Comedy']"
Summer of Sam,['Drama']
Cheaters,['Drama']
A Saintly Switch,['Comedy']
Crossing Delancey,['Comedy']
Lemora: A Child's Tale of the Supernatural,['Horror']
The Taking of Pelham One Two Three,"['Mystery', 'Action']"
Eight Legged Freaks,"['Horror', 'Comedy']"
The Haunting,['Horror']
The Skydivers,['Drama']
Bright Young Things,"['Drama', 'Comedy']"
The Scorpion King,"['Adventure', 'Fantasy', 'Action']"
The Mummy - Tomb of the Dragon Emperor,"['Horror', 'Adventure', 'Fantasy', 'Action']"
The Mummy Returns,"['Horror', 'Adventure', 'Fantasy', 'Action']"
Tanga,['Comedy']
Cats & Dogs,"['Adventure', 'Comedy', 'Action']"
Pod People,[]
Destination Tokyo,['Drama']
Halloween H20: 20 Years Later,"['Drama', 'Horror']"
Tequila Sunrise,['Drama']
A Walk in the Sun,"['Action', 'Drama']"
To Hell and Back,"['Biography', 'Drama']"
Final Justice,['Action']
Time Chasers,[]
SST: Death Flight,['Drama']
Tall Tale,['Fantasy']
The Life and Death of Colonel Blimp,['Drama']
Congo,"['Horror', 'Adventure', 'Action']"
Girls Town,['Drama']
The Incredibly Strange Creatures Who Stopped Living and Became Mixed-Up Zombies,"['Parody', 'Musical', 'Horror']"
Battle of the Bulge,"['Action', 'Drama']"
Overdrawn at the Memory Bank,"['Parody', 'Adventure']"
Mermaids,"['Drama', 'Comedy']"
House of Wax,['Horror']
Fathers' Day,['Comedy']
Meet the Fockers,['Comedy']
Midway,"['Action', 'Drama']"
55 Days at Peking,"['Adventure', 'Drama', 'Action']"
Flirting,['Drama']
Titus,"['Drama', 'Fantasy']"
To Live and Die in L.A.,"['Drama', 'Action']"
Joe Dirt,"['Adventure', 'Mystery', 'Comedy', 'Action']"
The Bourne Identity,"['Adventure', 'Mystery', 'Drama', 'Action']"
Windtalkers,"['Action', 'Drama']"
The Bridge at Remagen,['Action']
Barbarians at the Gate,['Comedy']
Big Top Pee-wee,"['Adventure', 'Comedy']"
Billy Jack,"['Action', 'Drama', 'Adventure']"
The Guardian,['Horror']
Summer School,['Comedy']
Eegah,['Horror']
Too Late the Hero,"['Action', 'Drama']"
Edge of Darkness,['Drama']
The SpongeBob SquarePants Movie,"['Adventure', 'Comedy']"
Grand Prix,"['Sports', 'Drama']"
Twisted,['Mystery']
Blue Desert,['Action']
Clockwatchers,['Comedy']
Millennium,['Drama']
The Transporter,['Action']
Waiting to Exhale,"['Drama', 'Comedy']"
An American Tail,"['Adventure', 'Musical', 'Drama', 'Comedy']"
Shaft,['Action']
Churchill: The Hollywood Years,['Comedy']
Old School,['Comedy']
Heroism,['Drama']
Ghosts of Mars,"['Horror', 'Adventure', 'Action']"
Vampires,"['Horror', 'Drama', 'Action']"
Shock Treatment,"['Parody', 'Musical', 'Comedy']"
The Doom Generation,"['Drama', 'Comedy', 'Action']"
Sommersby,"['Mystery', 'Drama']"
Pork Chop Hill,['Action']
Babette's Feast,['Drama']
Das Experiment,['Drama']
It Happened Here,['Drama']
Sex: The Annabel Chong Story,['Biography']
World's Biggest Gang Bang,[]
Tape,['Drama']
The Secret of My Success,['Comedy']
State of Grace,['Drama']
Tokyo Godfathers,['Drama']
Eden Lake,['Horror']
Robin Hood,"['Drama', 'Adventure']"
Peter Pan,"['Adventure', 'Musical', 'Drama', 'Fantasy']"
Rover Dangerfield,['Comedy']
Watership Down,"['Fantasy', 'Drama', 'Adventure']"
John Carter,"['Action', 'Fantasy', 'Adventure']"
The Hitchhiker's Guide to the Galaxy,"['Adventure', 'Comedy']"
Mortal Kombat,"['Adventure', 'Fantasy', 'Action']"
Machuca,['Drama']
Sybil,['Drama']
Long Time Dead,['Horror']
Top Secret!,"['Parody', 'Action', 'Comedy']"
What the #$*! Do We Know!?,"['Mystery', 'Drama', 'Comedy', 'Fantasy']"
Viva Las Vegas,['Musical']
Flaming Star,['Drama']
Deadly Blessing,"['Horror', 'Drama', 'Fantasy']"
Allan Quatermain and the Lost City of Gold,"['Action', 'Adventure', 'Comedy']"
Pasión de gavilanes,['Drama']
New York Stories,"['Drama', 'Comedy']"
La Boum,['Comedy']
Wimbledon,"['Sports', 'Drama', 'Comedy']"
Death of a Gunfighter,[]
The Wild Thornberrys Movie,"['Adventure', 'Comedy']"
Rock 'n' Roll High School,"['Musical', 'Comedy']"
After the Sunset,"['Comedy', 'Action']"
The Return,['Drama']
Ray,"['Musical', 'Biography', 'Drama']"
Broken Arrow,['Action']
Der Untergang,"['Biography', 'Drama']"
By Dawn's Early Light,"['Drama', 'Action']"
A Hole in My Heart,"['Drama', 'Horror']"
Hired!,[]
Bullies,"['Drama', 'Action']"
Domestic Disturbance,"['Mystery', 'Drama']"
Hello Brother,['Comedy']
Ransom,[]
Kindergarten Cop,"['Comedy', 'Action']"
Look Who's Talking Too,['Comedy']
Bored of Education,['Comedy']
Pirates of the Caribbean: Dead Man's Chest,"['Adventure', 'Fantasy', 'Action']"
Repulsion,[]
The Legend of the Lone Ranger,[]
The Divorce of Lady X,['Comedy']
The Goose Steps Out,['Comedy']
The First of the Few,['Drama']
My Learned Friend,['Comedy']
Foul Play,"['Mystery', 'Comedy', 'Action']"
Mon oncle d'Amérique,['Drama']
Robot Monster,[]
Black Sabbath,['Horror']
Nam's Angels,['Action']
Pompeii: The Last Day,['Drama']
The Other Side of Heaven,"['Biography', 'Adventure', 'Drama']"
Mambo Italiano,['Comedy']
Duct Tape Forever,['Comedy']
Sirens,"['Drama', 'Comedy']"
The Beautician and the Beast,['Comedy']
Simply Irresistible,"['Drama', 'Fantasy', 'Comedy']"
The Mighty Kong,"['Fantasy', 'Adventure', 'Musical']"
Commandments,['Comedy']
A Fistful of Dynamite,"['Adventure', 'Action']"
La Peau douce,['Drama']
Fight Club,"['Drama', 'Action']"
Mr. 3000,"['Sports', 'Drama', 'Comedy']"
Wicker Park,"['Mystery', 'Drama']"
Dark Blue World,"['Action', 'Drama']"
The Gate,['Horror']
The Farmer's Wife,"['Drama', 'Comedy']"
Dragonheart,"['Adventure', 'Drama', 'Fantasy']"
Screamers,"['Horror', 'Adventure', 'Action']"
We Were Soldiers,"['Drama', 'Action']"
Little Nicky,"['Fantasy', 'Comedy']"
Nekromantik,['Horror']
"A Lonesome, Final Battle: The Father of Z-Warrior Son Gokū, who Challenged Freeza","['Fantasy', 'Action']"
Sacred Silence,['Drama']
Blood Circus,[]
Pretty Baby,['Drama']
Napoleon and Samantha,"['Adventure', 'Drama']"
Horse Feathers,"['Parody', 'Sports', 'Comedy']"
Jönssonligan spelar högt,['Comedy']
Angels Revenge,['Action']
Glitter,"['Musical', 'Drama']"
Hammer Boy,['Action']
Nousukausi,"['Drama', 'Comedy']"
Red Nightmare,['Drama']
Death Race 2000,"['Sports', 'Action']"
