Name,Genres
Secret Window,"['Mystery', 'Horror']"
Fist of the North Star,[]
Trading Places,['Comedy']
Queen Emeraldas,['Fantasy']
Piccadilly,['Drama']
Bottle Rocket,['Comedy']
The Sex Monster,['Comedy']
Broken Arrow,['Action']
Tombstone,"['Drama', 'Action']"
Kill Bill Volume 2,"['Action', 'Drama']"
Hidalgo,"['Adventure', 'Drama']"
Man on Fire,['Drama']
Shrek 2,"['Adventure', 'Fantasy', 'Comedy']"
The Mission,"['Drama', 'Adventure']"
Tin Toy,[]
Scott of the Antarctic,"['Adventure', 'Drama', 'Action']"
Christmas on Mars,['Musical']
Schizopolis,"['Parody', 'Comedy']"
A Trip to the Moon,"['Fantasy', 'Drama', 'Adventure']"
Cannibal! The Musical,"['Parody', 'Horror', 'Musical', 'Comedy']"
The Corruptor,"['Mystery', 'Action', 'Drama']"
Melinda and Melinda,"['Drama', 'Comedy']"
Ed Wood,"['Drama', 'Comedy']"
Frankenweenie (1984),[]
Diamond Head,['Drama']
Jaws: The Revenge,"['Action', 'Horror']"
Frequency,"['Drama', 'Fantasy']"
Eight Crazy Nights,"['Comedy', 'Musical']"
Scary Movie 2,"['Parody', 'Horror', 'Comedy']"
Cat's Eye,['Horror']
Night Shift,['Comedy']
Kill and Kill Again,"['Drama', 'Action']"
Bad Taste,"['Horror', 'Comedy']"
Child's Play 3,"['Horror', 'Comedy']"
Child's Play,"['Horror', 'Mystery']"
Child's Play 2,"['Horror', 'Comedy']"
War of the Worlds,"['Horror', 'Adventure', 'Drama', 'Action']"
Quicksilver Highway,['Horror']
Prick Up Your Ears,"['Biography', 'Drama', 'Comedy']"
Paulie,"['Adventure', 'Comedy']"
Bloodsport,"['Sports', 'Action', 'Biography']"
Hysterical Blindness,['Drama']
The Talented Mr. Ripley,"['Mystery', 'Drama']"
Creepshow,"['Horror', 'Fantasy', 'Comedy']"
Eternal Sunshine of the Spotless Mind,['Drama']
Roustabout,['Musical']
Honey,"['Drama', 'Musical']"
Ace Ventura: When Nature Calls,"['Adventure', 'Mystery', 'Comedy', 'Action']"
Lorenzo's Oil,['Drama']
Dawn of the Dead,"['Horror', 'Drama', 'Action']"
Shaolin Soccer,"['Sports', 'Comedy', 'Action']"
Silent Running,"['Adventure', 'Drama']"
Body Heat,['Drama']
Octopussy,"['Adventure', 'Action']"
Cabin Fever,['Horror']
Strictly Ballroom,"['Drama', 'Comedy']"
Tintin and the Lake of Sharks,[]
Tintin and the Golden Fleece,"['Drama', 'Adventure']"
Boys Don't Cry,['Drama']
Beaches,"['Musical', 'Drama', 'Comedy']"
A League of Their Own,"['Sports', 'Drama', 'Comedy']"
Fear and Desire,['Drama']
Speak,['Drama']
Volcano,"['Action', 'Drama']"
Monsieur Verdoux,"['Drama', 'Comedy']"
The Big Chill,"['Drama', 'Comedy']"
The One,['Action']
A Woman of Paris,['Drama']
Along Came Polly,['Comedy']
Starsky & Hutch,"['Parody', 'Comedy', 'Action']"
Barbershop 2: Back in Business,['Comedy']
They Were Expendable,"['Drama', 'Action']"
Dogfight,['Drama']
Van Helsing,"['Horror', 'Adventure', 'Mystery', 'Drama', 'Fantasy', 'Action']"
Demolition Man,['Action']
The Works,[]
Possession,"['Mystery', 'Drama']"
Carnal Knowledge,"['Comedy', 'Drama']"
MirrorMask,"['Adventure', 'Fantasy', 'Drama']"
I Am Not What You Want,[]
Rapid Fire,['Action']
The Mighty Ducks,"['Sports', 'Comedy']"
The Fly,['Horror']
A Matter of Life and Death,"['Drama', 'Fantasy']"
Four Rooms,['Comedy']
The Cannonball Run,"['Comedy', 'Action']"
Poison Ivy,['Drama']
Robin Hood: Men in Tights,"['Parody', 'Comedy', 'Adventure']"
Bollywood Dreams,"['Musical', 'Drama']"
La Dolce Vita,"['Drama', 'Comedy']"
Garden State,"['Comedy', 'Drama']"
"Merry Christmas, Mr. Lawrence",['Drama']
The Secret of NIMH,"['Adventure', 'Drama', 'Fantasy']"
Con Air,['Action']
The Petrified Forest,['Drama']
Stranger on the Third Floor,"['Mystery', 'Drama']"
High Sierra,"['Mystery', 'Drama']"
Stripes,"['Parody', 'Action', 'Comedy']"
Dirty Work,['Comedy']
What's the Worst That Could Happen?,"['Comedy', 'Action']"
Risky Business,['Comedy']
The Wizard of Oz,"['Adventure', 'Musical', 'Fantasy', 'Drama']"
Children on Their Birthdays,['Drama']
Bus Stop,['Musical']
Hopscotch,"['Comedy', 'Action']"
Monsieur Ibrahim,['Drama']
Dog Soldiers,"['Action', 'Horror']"
"I, Robot","['Mystery', 'Drama', 'Action']"
And God Created Woman,['Drama']
The Princess Diaries,"['Drama', 'Comedy']"
Lost in Space,"['Action', 'Adventure']"
The Yards,['Drama']
The Incredibles,"['Adventure', 'Comedy', 'Action']"
The Living Daylights,['Action']
Journey to the Center of the Earth,"['Fantasy', 'Adventure']"
Free Willy,"['Adventure', 'Drama']"
Jersey Girl,"['Drama', 'Comedy']"
Prime Cut,"['Drama', 'Action']"
Godzilla vs. Mechagodzilla,['Fantasy']
Godzilla vs. Gigan,['Fantasy']
Godzilla vs. Hedorah,['Horror']
All Monsters Attack,['Fantasy']
Invasion of Astro-Monster,['Fantasy']
"Ghidorah, the Three-Headed Monster","['Horror', 'Fantasy']"
Mothra vs. Godzilla,['Fantasy']
Godzilla Raids Again,[]
How to Lose a Guy in 10 Days,['Comedy']
Against All Odds,"['Adventure', 'Sports', 'Mystery', 'Drama', 'Action']"
One Million Years BC,"['Fantasy', 'Adventure']"
The Gallopin' Gaucho,['Comedy']
Down to Earth,"['Fantasy', 'Comedy']"
An Angel at My Table,"['Biography', 'Drama']"
Exorcist II: The Heretic,['Horror']
Walking Tall,"['Biography', 'Drama', 'Action']"
Babe: Pig in the City,"['Adventure', 'Fantasy', 'Comedy', 'Drama']"
The Wedding Banquet,"['Drama', 'Comedy']"
Formula 17,['Comedy']
Searching for Bobby Fischer,['Drama']
My Life Without Me,['Drama']
Tezaab,"['Musical', 'Drama', 'Action']"
Something Big,[]
Roxanne,"['Drama', 'Comedy']"
Alien Nation,['Drama']
Affair in Trinidad,"['Mystery', 'Drama']"
Adventures in Babysitting,"['Adventure', 'Comedy', 'Action']"
Cousins,['Comedy']
Hiding Out,"['Drama', 'Comedy', 'Action']"
Don't Tell Mom the Babysitter's Dead,['Comedy']
The Matthew Shepard Story,['Drama']
Pay It Forward,['Drama']
Hard Boiled,['Action']
Singles,['Comedy']
Romancing the Stone,"['Adventure', 'Comedy', 'Action']"
The Trouble with Harry,"['Mystery', 'Comedy']"
Circle of Life: An Environmental Fable,[]
Velvet Goldmine,"['Musical', 'Drama']"
The Man in the Gray Flannel Suit,['Drama']
Kabhi Khushi Kabhie Gham,"['Musical', 'Drama']"
Nine to Five,['Comedy']
Rambo: First Blood Part II,['Action']
Limelight,"['Musical', 'Comedy']"
Return to Oz,"['Fantasy', 'Adventure']"
Cannonball Run II,"['Adventure', 'Comedy', 'Action']"
A View to a Kill,['Action']
Steamboat Bill Jr.,"['Adventure', 'Drama', 'Comedy']"
Carry On Again Doctor,['Comedy']
Carry On Behind,"['Parody', 'Comedy']"
Carry On England,"['Parody', 'Comedy']"
Carry On at Your Convenience,"['Parody', 'Comedy']"
Showdown in Little Tokyo,"['Drama', 'Comedy', 'Action']"
Genghis Blues,['Biography']
Go,['Comedy']
The Getaway,['Action']
Those Magnificent Men in Their Flying Machines,"['Adventure', 'Comedy', 'Action']"
Sleeper,"['Parody', 'Comedy']"
Audition,"['Mystery', 'Drama', 'Horror']"
Best in Show,"['Parody', 'Sports', 'Comedy']"
The Nutty Professor,['Comedy']
This Is the Army,"['Musical', 'Comedy']"
Once Upon a Time in Mexico,"['Adventure', 'Drama', 'Action']"
Straight to Hell,"['Parody', 'Adventure', 'Comedy']"
A Bronx Tale,['Drama']
Tales from the Darkside: The Movie,['Horror']
The Girl Next Door,"['Drama', 'Comedy']"
Backdraft,"['Mystery', 'Drama', 'Action']"
Kal Ho Naa Ho,"['Musical', 'Drama']"
Lake Placid,"['Horror', 'Comedy', 'Action']"
The Pillow Book,['Drama']
The Sacrifice,['Drama']
Mr Deeds,['Comedy']
Kate & Leopold,"['Fantasy', 'Comedy']"
Walkabout,"['Drama', 'Adventure']"
Fear,['Drama']
Moulin Rouge,"['Biography', 'Drama']"
Shattered Glass,['Drama']
What Lies Beneath,"['Horror', 'Mystery', 'Drama']"
A Cry in the Dark,['Drama']
Good Boy!,['Comedy']
The Whales of August,"['Biography', 'Drama']"
Three Men and a Baby,['Comedy']
Pumpkinhead,['Horror']
The Thin Blue Line,['Mystery']
Capturing the Friedmans,"['Biography', 'Mystery']"
Shaun of the Dead,"['Parody', 'Horror', 'Comedy']"
Mad Max Beyond Thunderdome,['Action']
Goodbye Pork Pie,"['Action', 'Drama', 'Adventure']"
Steel Magnolias,['Drama']
Fahrenheit 9/11,['Drama']
Cool World,"['Fantasy', 'Comedy', 'Action']"
Kalifornia,['Drama']
The 'Burbs,"['Horror', 'Comedy']"
Manhunter,"['Mystery', 'Drama']"
Scream 2,"['Parody', 'Horror', 'Mystery', 'Comedy']"
Scream 3,"['Parody', 'Horror', 'Mystery', 'Comedy']"
Mazes and Monsters,"['Drama', 'Fantasy']"
Caddyshack II,"['Sports', 'Comedy']"
An American Rhapsody,['Drama']
Who's Harry Crumb?,"['Mystery', 'Comedy']"
Robin Hood Daffy,['Comedy']
The Nanny,"['Horror', 'Drama']"
Sky Captain and the World of Tomorrow,"['Adventure', 'Mystery', 'Action']"
Pilgrim,['Mystery']
The Beast,['Drama']
The Doors,"['Biography', 'Musical', 'Drama']"
Koi... Mil Gaya,"['Musical', 'Fantasy', 'Drama']"
My Own Private Idaho,['Drama']
Them!,['Horror']
Akira,['Fantasy']
A Day at the Races,['Comedy']
Say Anything...,"['Comedy', 'Drama']"
Buster,['Comedy']
13 Going on 30,"['Fantasy', 'Comedy']"
St. Elmo's Fire,['Drama']
Cocktail,['Drama']
The Corporation,[]
Hard Core Logo,"['Parody', 'Musical', 'Drama', 'Comedy']"
Yodha,['Action']
Lessons of Darkness,[]
The Flintstones in Viva Rock Vegas,"['Fantasy', 'Comedy']"
Spider-Man 2,"['Drama', 'Fantasy', 'Action']"
The Funeral,['Comedy']
The Funeral,['Drama']
Wizards,"['Adventure', 'Fantasy', 'Action']"
George A. Romero's Survival of the Dead,['Horror']
If...,['Drama']
Secrets & Lies,"['Drama', 'Comedy']"
After Hours,['Comedy']
Win a Date with Tad Hamilton!,['Comedy']
The Crimson Ghost,"['Action', 'Adventure']"
Divine Intervention,"['Drama', 'Comedy']"
The Dreamers,['Drama']
Kids,['Drama']
Hatred,[]
Mr. Blandings Builds His Dream House,"['Parody', 'Comedy']"
Kiss of Death,['Drama']
Kiss of Death,['Drama']
Murder by Numbers,['Drama']
Hooper,"['Action', 'Comedy']"
Rasen,['Horror']
Trog,['Horror']
The Mighty,['Drama']
Ghostbusters II,"['Fantasy', 'Comedy', 'Action']"
Thriller: A Cruel Picture,['Action']
Tangled,"['Musical', 'Fantasy', 'Comedy']"
Predator 2,"['Horror', 'Action']"
On Your Mark,[]
Of Mice and Men,['Drama']
Hannibal,"['Horror', 'Mystery', 'Drama', 'Action']"
Jesus Christ Vampire Hunter,"['Parody', 'Horror', 'Musical', 'Comedy']"
The House on Chelouche Street,['Drama']
Drums Along the Mohawk,"['Adventure', 'Drama']"
The Bridges at Toko-Ri,"['Drama', 'Action']"
The Titfield Thunderbolt,['Comedy']
The Big Kahuna,"['Drama', 'Comedy']"
Tuck Everlasting,"['Fantasy', 'Drama']"
Oliver Twist,"['Drama', 'Adventure']"
Mark of the Vampire,"['Horror', 'Mystery']"
London After Midnight,['Horror']
House on Haunted Hill,['Horror']
Hard Eight,['Drama']
L'Homme de Rio,"['Action', 'Comedy', 'Adventure']"
Grand Theft Auto,"['Adventure', 'Comedy', 'Action']"
The Beat Generation,"['Mystery', 'Drama']"
Two English Girls,['Drama']
Punch-Drunk Love,"['Drama', 'Comedy']"
Scum,['Drama']
Inglourious Basterds,['Drama']
The Avengers,"['Adventure', 'Comedy', 'Action']"
The Contender,['Drama']
Silver Streak,"['Mystery', 'Comedy', 'Action']"
Dirty Pretty Things,"['Mystery', 'Drama']"
Hart's War,['Drama']
Two Weeks Notice,['Comedy']
"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",['Biography']
F.I.S.T,['Drama']
Twenty Bucks,"['Drama', 'Comedy']"
Waterworld,"['Adventure', 'Action']"
Only Yesterday,['Drama']
The Hindenburg,['Drama']
The Conqueror,[]
Godzilla vs. Destoroyah,[]
You Got Served,"['Sports', 'Musical', 'Drama', 'Comedy']"
Fame,"['Musical', 'Drama']"
Ice-Cold in Alex,['Drama']
Desperado,"['Drama', 'Comedy', 'Action']"
10.5,['Drama']
Commissar,['Drama']
Frankenstein's Daughter,['Horror']
Blood from the Mummy's Tomb,['Horror']
Beethoven's 2nd,['Comedy']
Beethoven's 4th,['Comedy']
Bicycle Thieves,['Drama']
The Earthling,"['Drama', 'Adventure']"
Down Periscope,['Comedy']
You Can Count on Me,['Drama']
EdTV,"['Parody', 'Comedy']"
The Kingdom,"['Horror', 'Mystery', 'Fantasy', 'Drama', 'Comedy']"
Python,['Horror']
Alive,"['Adventure', 'Drama', 'Action']"
Nirvana,[]
Dragon: The Bruce Lee Story,"['Biography', 'Drama', 'Action']"
Sholay,"['Adventure', 'Comedy', 'Action']"
Treasure Planet,['Adventure']
Face/Off,['Action']
Cutthroat Island,['Adventure']
Carmen: A Hip Hopera,"['Musical', 'Drama']"
Godzilla vs. Mechagodzilla II,['Fantasy']
Dracula: Dead and Loving It,"['Parody', 'Horror', 'Comedy']"
Ghost Dad,"['Drama', 'Comedy']"
Days of Thunder,"['Sports', 'Drama', 'Action']"
Dracula,['Horror']
Mr. Nanny,['Comedy']
Mr. Nice Guy,"['Comedy', 'Action']"
Snake in the Eagle's Shadow,['Action']
Project A,"['Comedy', 'Action']"
Armour of God,"['Comedy', 'Adventure']"
Armour of God II: Operation Condor,"['Adventure', 'Comedy', 'Action']"
The Medallion,"['Adventure', 'Fantasy', 'Comedy', 'Action']"
Rush Hour 2,"['Comedy', 'Action']"
Legends of the Fall,['Drama']
Jimmy Neutron: Boy Genius,"['Adventure', 'Fantasy']"
My Name is Ivan,['Drama']
What's Eating Gilbert Grape,"['Comedy', 'Drama']"
Conquest of the Planet of the Apes,"['Action', 'Adventure']"
Liar Liar,"['Fantasy', 'Comedy']"
Uncle Buck,"['Drama', 'Comedy']"
I Still Know What You Did Last Summer,['Horror']
The Next Karate Kid,"['Drama', 'Action']"
Barcelona,['Comedy']
Snake & Crane Arts of Shaolin,"['Drama', 'Action']"
Tricks,['Drama']
"One, Two, Three","['Parody', 'Comedy']"
Change of Habit,"['Drama', 'Musical']"
Sirivennela,"['Musical', 'Drama']"
Bhoot bungla,['Musical']
Killing Zoe,['Drama']
Guilty as Sin,[]
Kuch Kuck Hota Hai,"['Musical', 'Comedy']"
The Last Seduction,"['Mystery', 'Drama']"
Police Story,"['Comedy', 'Action']"
Twin Dragons,"['Comedy', 'Action']"
My Lucky Stars,['Action']
The Big Brawl,"['Action', 'Comedy']"
The Philadelphia Experiment,"['Fantasy', 'Drama', 'Adventure']"
Donald's Nephews,['Comedy']
Mr. Duck Steps Out,['Comedy']
Runaway Brain,[]
The Lost World: Jurassic Park,"['Action', 'Adventure']"
"A Cool, Dry Place",['Drama']
The Cell,"['Horror', 'Fantasy']"
Criminal Law,[]
American Gigolo,['Drama']
Harry Potter and the Philosopher's Stone,"['Adventure', 'Fantasy']"
Harry Potter and the Chamber of Secrets,"['Adventure', 'Mystery', 'Fantasy']"
Harry Potter and the Prisoner of Azkaban,"['Adventure', 'Mystery', 'Fantasy']"
Harry Potter and the Goblet of Fire,"['Adventure', 'Mystery', 'Fantasy']"
Shaolin Chamber of Death,['Action']
Persona,"['Fantasy', 'Drama']"
Cats Don't Dance,"['Musical', 'Fantasy', 'Comedy']"
Legend of the Liquid Sword,"['Adventure', 'Fantasy', 'Comedy']"
The Company,['Drama']
Ship of Fools,['Drama']
Pather Panchali,['Drama']
Final Fantasy VII: Advent Children,['Action']
The Chronicles of Riddick,"['Action', 'Adventure']"
Suburbia,['Drama']
Bull Durham,"['Sports', 'Comedy']"
Harry Potter and the Order of the Phoenix,"['Mystery', 'Fantasy', 'Adventure']"
Love Me Tender,"['Musical', 'Drama']"
Tom and Huck,"['Adventure', 'Comedy']"
Infernal Affairs III,[]
Kitchen Stories,"['Drama', 'Comedy']"
The Lawnmower Man,['Horror']
The Shaggy Dog,"['Drama', 'Fantasy', 'Comedy']"
The Devil's Advocate,"['Horror', 'Mystery']"
Night of the Ghouls,['Horror']
My Girl,"['Comedy', 'Drama']"
Flatliners,[]
The Lost Boys,"['Horror', 'Comedy']"
Men in Black II,"['Comedy', 'Action']"
Bad Boys,"['Drama', 'Comedy', 'Action']"
Angel Heart,"['Horror', 'Mystery']"
Young Guns,"['Action', 'Comedy']"
The Devil's Own,"['Action', 'Drama']"
Young Guns II,"['Action', 'Comedy']"
Rat Race,"['Parody', 'Adventure', 'Comedy', 'Action']"
Teen Wolf,"['Parody', 'Horror', 'Fantasy', 'Comedy']"
The Great White Hype,"['Parody', 'Sports', 'Comedy']"
Matilda,"['Fantasy', 'Comedy']"
Hamburger Hill,"['Drama', 'Action']"
Short Cuts,"['Comedy', 'Drama']"
In the Line of Fire,['Action']
Night Watch,['Mystery']
The Terminal,"['Drama', 'Comedy']"
Dr. T & the Women,"['Drama', 'Comedy']"
23,['Drama']
200 Cigarettes,"['Drama', 'Comedy']"
Half Baked,['Comedy']
Blood Feast,['Horror']
Vision Quest,"['Sports', 'Drama']"
Gross Anatomy,"['Drama', 'Comedy']"
Abre los ojos,"['Mystery', 'Drama']"
The Jungle Book,"['Adventure', 'Musical', 'Drama', 'Fantasy']"
Ruthless People,['Comedy']
Dirty Dancing,"['Musical', 'Drama']"
Beverly Hills Cop,"['Drama', 'Comedy', 'Action']"
Lady in the Lake,"['Mystery', 'Drama']"
Set It Off,"['Adventure', 'Drama', 'Action']"
The Preacher's Wife,"['Fantasy', 'Drama']"
Consenting Adults,[]
Menace II Society,['Drama']
The Crimson Permanent Assurance,['Comedy']
Bambi,"['Adventure', 'Drama', 'Fantasy']"
Kazaam,"['Fantasy', 'Comedy']"
Little Big Man,"['Adventure', 'Drama', 'Comedy', 'Action']"
The Damned,['Drama']
Zapata: El sueño de un héroe,"['Fantasy', 'Drama']"
Enemy of the State,"['Drama', 'Action']"
Bedazzled,"['Fantasy', 'Comedy']"
The Last Tycoon,['Drama']
Teen Wolf Too,"['Parody', 'Comedy']"
Innerspace,"['Adventure', 'Comedy', 'Action']"
Problem Child 2,['Comedy']
It,"['Horror', 'Mystery', 'Drama']"
Sixteen Candles,['Comedy']
Loaded Weapon 1,"['Parody', 'Comedy', 'Action']"
Major League,"['Sports', 'Comedy']"
The Wings of Eagles,"['Drama', 'Action']"
Wolf,['Horror']
Cradle Will Rock,['Drama']
New Jack City,"['Drama', 'Action']"
54,['Drama']
Birthday Girl,"['Drama', 'Comedy']"
What Dreams May Come,"['Fantasy', 'Drama']"
Species,['Horror']
The Accused,['Drama']
Southlander,"['Drama', 'Comedy']"
The Horse Soldiers,[]
Election,"['Drama', 'Comedy']"
Mercury Rising,['Action']
The Long Kiss Goodnight,"['Mystery', 'Drama', 'Action']"
The Hunted,"['Action', 'Drama']"
Bad Girls,[]
Rio Grande,[]
The Entity,"['Horror', 'Mystery', 'Fantasy', 'Drama']"
The Teahouse of the August Moon,['Comedy']
Marked Woman,['Drama']
Manhattan Melodrama,['Drama']
Stakeout,"['Action', 'Comedy']"
Carlito's Way,['Drama']
Dead Presidents,"['Adventure', 'Drama', 'Action']"
A Walk on the Moon,['Drama']
The Fly II,"['Horror', 'Drama']"
Jack,"['Drama', 'Comedy']"
The Vanishing,"['Mystery', 'Drama']"
The Official Story,['Drama']
Head,"['Musical', 'Comedy']"
Dave,['Comedy']
Beloved,['Drama']
Firefox,['Action']
The Star,"['Action', 'Drama', 'Adventure']"
Time Masters,['Adventure']
The Dukes of Hazzard,"['Comedy', 'Action']"
Meet the Parents,['Comedy']
Lethal Weapon 2,"['Comedy', 'Action']"
Home Alone 3,"['Comedy', 'Action']"
Lethal Weapon 3,"['Comedy', 'Action']"
Lethal Weapon 4,"['Comedy', 'Action']"
The Cat Concerto,['Comedy']
Higher Learning,['Drama']
At the Circus,"['Musical', 'Comedy']"
Knock Knock,"['Horror', 'Comedy']"
25th Hour,['Drama']
Casino,"['Biography', 'Drama']"
Five Star Stories,['Drama']
The Trip,['Drama']
Big Trouble in Little China,"['Adventure', 'Fantasy', 'Comedy', 'Action']"
The Cat Returns,"['Adventure', 'Fantasy', 'Drama']"
Dead Calm,[]
Red Dragon,"['Horror', 'Mystery', 'Drama']"
The Horse Whisperer,['Drama']
National Treasure,"['Adventure', 'Mystery', 'Drama', 'Action']"
Nine Months,['Comedy']
John Carpenter's Escape from L.A.,['Action']
Fluke,"['Fantasy', 'Drama']"
Rob Roy,"['Drama', 'Action']"
Spider-Man 3,"['Adventure', 'Fantasy', 'Drama', 'Action']"
The 51st State,"['Comedy', 'Action']"
White Palace,['Drama']
Free Willy 2: The Adventure Home,"['Adventure', 'Drama']"
Monster's Ball,['Drama']
Mighty Morphin' Power Rangers: The Movie,"['Adventure', 'Fantasy', 'Action']"
Some Kind of Wonderful,['Drama']
Anaconda,"['Horror', 'Adventure', 'Action']"
A Simple Wish,"['Fantasy', 'Comedy']"
Box Office Bunny,['Comedy']
Species II,['Horror']
In the Cut,['Mystery']
The Mask of Zorro,"['Adventure', 'Action']"
Far and Away,['Drama']
Magnum Force,"['Mystery', 'Action']"
Spirit: Stallion of the Cimarron,['Adventure']
The Truth About Cats & Dogs,['Comedy']
Jeans,"['Drama', 'Comedy']"
G.I. Jane,"['Action', 'Drama']"
Waiting for Guffman,['Comedy']
Tales from the Crypt presents: Demon Knight,['Horror']
Bordello of Blood,"['Horror', 'Comedy']"
The Last Boy Scout,"['Comedy', 'Action']"
Saved!,"['Parody', 'Comedy', 'Drama']"
Wing Commander,['Adventure']
Snatch,"['Comedy', 'Action']"
Cry Freedom,"['Biography', 'Drama']"
Blue Streak,"['Action', 'Comedy']"
Don Juan DeMarco,"['Drama', 'Comedy']"
The Stepford Wives,"['Parody', 'Comedy']"
The Story of the Weeping Camel,"['Biography', 'Drama']"
Around the World in 80 Days,"['Adventure', 'Drama', 'Comedy', 'Action']"
Dodgeball: A True Underdog Story,"['Sports', 'Comedy']"
Anchorman: The Legend of Ron Burgundy,"['Parody', 'Comedy']"
King Arthur,"['Adventure', 'Drama', 'Action']"
Battle for the Planet of the Apes,"['Adventure', 'Action']"
The Peacemaker,['Action']
The Adventures of Pinocchio,"['Musical', 'Fantasy', 'Adventure']"
My Girl 2,"['Comedy', 'Drama']"
Lucas,"['Sports', 'Comedy', 'Drama']"
Square Dance,['Drama']
Thoroughly Modern Millie,"['Parody', 'Musical', 'Comedy']"
My Stepmother Is an Alien,"['Parody', 'Comedy']"
Ikiru,['Drama']
Freddy vs. Jason,['Horror']
Quadrophenia,['Drama']
Sleepaway Camp,['Horror']
Meet Joe Black,"['Mystery', 'Fantasy', 'Drama']"
Jaane Bhi Do Yaaro,[]
Pandora and the Flying Dutchman,"['Mystery', 'Fantasy', 'Drama']"
La cabina,[]
Deewar,"['Musical', 'Drama']"
Zenon: Girl of the 21st Century,"['Adventure', 'Comedy']"
Dynasty: The Reunion,['Drama']
Fire in the Sky,"['Mystery', 'Drama']"
The Newton Boys,"['Drama', 'Action']"
Mission: Impossible,['Action']
Brotherhood of Death,"['Action', 'Drama']"
À nous la liberté,"['Musical', 'Fantasy', 'Comedy']"
Circus,['Musical']
Sleepers,['Drama']
The Exorcist,"['Horror', 'Drama']"
Murder by Death,"['Parody', 'Mystery', 'Comedy']"
The Jungle Book 2,['Adventure']
Young Adam,"['Mystery', 'Drama']"
Dick Tracy,['Action']
The Jungle Book,['Adventure']
When a Man Loves a Woman,['Drama']
Amores perros,['Drama']
Combat Academy,['Comedy']
Scooby-Doo 2: Monsters Unleashed,"['Horror', 'Adventure', 'Mystery', 'Fantasy', 'Comedy', 'Action']"
Soldier,"['Action', 'Adventure']"
Deep Cover,['Action']
National Lampoon's Last Resort,['Comedy']
Behind Enemy Lines,"['Action', 'Drama']"
The Double Life of Véronique,['Drama']
The Princess Diaries 2: Royal Engagement,"['Drama', 'Comedy']"
"Harlan County, USA",[]
Carry On Cleo,"['Parody', 'Comedy']"
Nurse Betty,"['Comedy', 'Drama']"
Posse,['Action']
With Honors,"['Drama', 'Comedy']"
Another Stakeout,"['Action', 'Comedy']"
Outbreak,"['Drama', 'Action']"
Oldboy,"['Mystery', 'Drama', 'Action']"
More,['Drama']
Agent Cody Banks 2: Destination London,"['Adventure', 'Comedy', 'Action']"
Dr. Dolittle 2,['Comedy']
Multiplicity,"['Fantasy', 'Comedy']"
Billy Madison,"['Adventure', 'Comedy']"
The Sure Thing,"['Adventure', 'Comedy', 'Drama']"
Short Circuit,"['Action', 'Comedy']"
Shock to the System,"['Mystery', 'Drama']"
1969,['Drama']
"Welcome Home, Roxy Carmichael","['Drama', 'Comedy']"
Dumb & Dumber,['Comedy']
An American Werewolf in Paris,"['Horror', 'Comedy']"
Blind Date,['Comedy']
The Village,"['Drama', 'Fantasy', 'Mystery']"
Scandal,['Drama']
D.A.R.Y.L.,['Adventure']
Heavy Traffic,"['Comedy', 'Action', 'Adventure']"
Peter Pan,"['Fantasy', 'Adventure']"
The Quick and the Dead,"['Adventure', 'Drama', 'Action']"
En malas compañías,['Comedy']
Boys Town,['Drama']
Titan A.E.,"['Action', 'Adventure']"
Over the Edge,['Drama']
Kolya,"['Musical', 'Drama', 'Comedy']"
James and the Giant Peach,"['Adventure', 'Musical', 'Fantasy', 'Comedy']"
Cliffhanger,"['Action', 'Sports']"
Hair,"['Musical', 'Drama', 'Comedy']"
"Spring, Summer, Fall, Winter... and Spring",['Drama']
Violent Cop,"['Action', 'Drama']"
Sonatine,"['Drama', 'Action']"
Getting Any?,"['Parody', 'Comedy']"
Kids Return,['Drama']
Fireworks,['Drama']
Kikujirō no Natsu,"['Drama', 'Comedy']"
Brother,['Drama']
Going for Broke,['Drama']
Stuart Little 2,"['Adventure', 'Fantasy', 'Comedy']"
Homerun,['Drama']
Coneccion Caribe,[]
I Spit On Your Grave,['Horror']
Man in the Wilderness,"['Action', 'Adventure']"
Runaway Jury,['Drama']
Josie and the Pussycats,"['Parody', 'Musical', 'Comedy']"
Beauty,['Drama']
Children of Paradise,['Drama']
Mo' Better Blues,"['Musical', 'Drama', 'Comedy']"
The House I Live In,['Musical']
Debt of Honour,['Drama']
Phenomenon,"['Drama', 'Fantasy']"
Camille Claudel,['Drama']
Dog Park,['Comedy']
,[]
The Witness,['Drama']
Head of State,['Comedy']
L'Appartement,['Drama']
Dead Bang,"['Drama', 'Action']"
"Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean","['Drama', 'Comedy']"
Bring It On,"['Sports', 'Comedy']"
The Sword and the Rose,"['Adventure', 'Drama']"
Woman in the Moon,['Drama']
Baise Moi,['Drama']
The Baby-Sitters Club,['Comedy']
The Frighteners,"['Horror', 'Fantasy', 'Comedy']"
Alice in Wonderland,"['Adventure', 'Fantasy', 'Drama']"
Country,['Drama']
Sweet Dreams,"['Biography', 'Musical', 'Drama']"
Steamboy,['Action']
Music Box,['Drama']
The Fabulous Baker Boys,"['Musical', 'Drama']"
But I'm a Cheerleader,"['Drama', 'Comedy']"
The Grifters,['Drama']
Mr. & Mrs. Bridge,['Drama']
Flash Gordon Conquers the Universe,"['Adventure', 'Action']"
